日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,sector
2023-07-07,1161.75,1163.07,1166.25,1146.99,78861909,1068018425277.1,1.68,0.99,11.41,3.29,Real Estate
2023-07-10,1121.58,1120.13,1124.11,1119.22,25062973,250564091268.01,0.44,-3.69,-42.94,2.94,Real Estate
2023-07-11,1136.06,1141.15,1143.38,1133.91,99383166,1494396013714.03,0.84,1.88,21.02,1.29,Real Estate
2023-07-12,1112.53,1107.92,1113.24,1105.71,38647142,368335249374.24,0.68,-2.91,-33.23,4.28,Real Estate
2023-07-13,1095.3,1098.83,1101.42,1093.53,115091801,1168554986972.93,0.72,-0.82,-9.1,1.97,Real Estate
2023-07-14,1100.04,1089.53,1104.68,1071.39,176731911,1741573384893.57,3.11,-0.85,-9.3,4.94,Real Estate
2023-07-17,1075.51,1076.97,1078.63,1073.26,31785883,498875729998.86,0.5,-1.15,-12.56,2.23,Real Estate
2023-07-18,1074.64,1075.25,1085.41,1071.64,64029072,887238945968.98,1.28,-0.16,-1.72,1.68,Real Estate
2023-07-19,1095.56,1091.67,1099.74,1081.67,38562604,457979374223.83,1.67,1.53,16.42,4.52,Real Estate
2023-07-20,1095.76,1090.45,1109.14,1086.87,27669603,415033012043.73,2.05,-0.11,-1.22,3.05,Real Estate
2023-07-21,1082.86,1076.91,1083.86,1071.24,62260588,637753448744.67,1.18,-1.24,-13.54,3.75,Real Estate
2023-07-24,1098.02,1086.44,1099.71,1076.79,90203926,1422747644209.49,2.13,0.88,9.53,2.34,Real Estate
2023-07-25,1094.95,1090.62,1102.97,1085.12,95745119,1344841052507.06,1.65,0.38,4.18,4.49,Real Estate
2023-07-26,1075.26,1075.69,1091.05,1074.17,70912898,909035266758.96,1.57,-1.37,-14.93,4.63,Real Estate
2023-07-27,1072.85,1076.28,1078.39,1071.4,28570462,417043684670.67,0.65,0.05,0.59,2.47,Real Estate
2023-07-28,1058.91,1059.76,1062.19,1058.3,69838038,926139130238.23,0.37,-1.53,-16.52,1.58,Real Estate
2023-07-31,1050.36,1041.09,1055.73,1040.2,31131352,460546253257.38,1.49,-1.76,-18.67,3.41,Real Estate
2023-08-01,1031.12,1039.78,1043.22,1020.67,32168744,461723226532.12,2.21,-0.13,-1.31,4.8,Real Estate
2023-08-02,1043.61,1048.76,1051.48,1034.65,39888158,392596089758.34,1.63,0.86,8.98,3.3,Real Estate
2023-08-03,1063.21,1064.6,1067.43,1056.8,110984997,1143463878530.88,1.01,1.51,15.84,4.79,Real Estate
2023-08-04,1072.43,1077.81,1077.84,1055.02,86238534,785944097790.79,2.16,1.24,13.2,2.05,Real Estate
2023-08-07,1055.76,1058.36,1065.19,1033.33,77152562,779104339388.29,3.08,-1.8,-19.45,4.62,Real Estate
2023-08-08,1090.93,1079.24,1095.45,1075.26,42656614,478984204446.39,1.88,1.97,20.88,1.01,Real Estate
2023-08-09,1070.57,1072.49,1083.92,1070.47,54087426,475771140981.48,1.26,-0.63,-6.75,2.11,Real Estate
2023-08-10,1094.8,1092.1,1108.16,1086.23,33096521,368847059181.6,2.02,1.83,19.61,2.73,Real Estate
2023-08-11,1078.2,1089.04,1101.57,1070.18,129883787,1895525925655.89,2.93,-0.28,-3.06,3.44,Real Estate
2023-08-14,1088.29,1095.53,1103.69,1073.34,196983199,2995821284538.09,2.83,0.6,6.49,1.82,Real Estate
2023-08-15,1108.9,1102.72,1114.71,1099.98,86729029,771046384663.4,1.34,0.66,7.19,4.66,Real Estate
2023-08-16,1131.54,1120.33,1135.49,1112.32,94667101,853772177852.24,2.08,1.6,17.6,4.57,Real Estate
2023-08-17,1084.81,1083.37,1096.38,1076.66,60643312,592877839759.84,1.83,-3.3,-36.96,4.1,Real Estate
2023-08-18,1046.96,1048.89,1051.26,1040.66,29217366,432350809509.85,1.02,-3.18,-34.48,1.01,Real Estate
2023-08-21,1065.83,1062.66,1066.62,1060.79,43056234,516334416375.69,0.55,1.31,13.78,0.85,Real Estate
2023-08-22,1053.24,1069.92,1079.6,1041.8,52028787,828335562980.83,3.63,0.68,7.26,2.74,Real Estate
2023-08-23,1054.45,1053.0,1066.84,1040.19,54155602,810412236795.79,2.56,-1.58,-16.92,3.94,Real Estate
2023-08-24,1053.7,1060.36,1075.03,1052.36,48269149,728372593501.97,2.15,0.7,7.36,1.05,Real Estate
2023-08-25,1035.09,1030.18,1040.53,1027.82,67246575,616510465021.78,1.24,-2.85,-30.18,3.39,Real Estate
2023-08-28,1082.69,1097.13,1107.71,1082.61,42922874,533390290389.97,2.32,6.5,66.95,2.88,Real Estate
2023-08-29,1121.33,1125.58,1128.36,1113.7,194095732,3267241023956.94,1.32,2.59,28.45,3.77,Real Estate
2023-08-30,1138.97,1139.25,1142.87,1125.32,33175194,341789668532.14,1.56,1.21,13.67,2.46,Real Estate
2023-08-31,1135.42,1140.63,1146.01,1126.28,102323996,1402856056534.56,1.75,0.12,1.38,3.62,Real Estate
2023-09-01,1123.63,1126.17,1129.2,1117.5,57602276,675294789480.56,1.05,-1.27,-14.46,1.22,Real Estate
2023-09-04,1102.27,1096.32,1104.32,1081.39,82755335,972136949044.87,2.12,-2.65,-29.85,1.47,Real Estate
2023-09-05,1093.34,1093.5,1094.64,1086.24,84651842,1317738382465.53,0.77,-0.26,-2.82,4.57,Real Estate
2023-09-06,1068.37,1074.37,1075.32,1064.53,71023517,924464576216.53,1.01,-1.75,-19.13,1.98,Real Estate
2023-09-07,1062.79,1056.83,1068.02,1050.55,37255667,524107570367.97,1.66,-1.63,-17.54,4.93,Real Estate
2023-09-08,1028.11,1026.56,1036.17,1022.71,55615924,725805987992.7,1.32,-2.86,-30.26,0.71,Real Estate
2023-09-11,1033.19,1031.38,1036.69,1027.17,71452799,862461327580.05,0.93,0.47,4.82,2.73,Real Estate
2023-09-12,1017.82,1023.3,1024.01,1008.27,69248837,959611568861.72,1.56,-0.78,-8.09,1.96,Real Estate
2023-09-13,1018.13,1033.94,1045.64,1014.76,39366824,602204507043.9,3.04,1.04,10.64,4.98,Real Estate
2023-09-14,1037.41,1043.08,1045.37,1037.11,125222940,1928927093676.01,0.8,0.88,9.14,4.96,Real Estate
2023-09-15,1041.22,1047.55,1052.67,1033.73,18872441,267411160803.46,1.83,0.43,4.47,1.56,Real Estate
2023-09-18,1098.9,1102.96,1107.17,1096.98,57941101,729258490083.5,0.93,5.29,55.4,1.7,Real Estate
2023-09-19,1115.14,1120.8,1128.33,1104.93,41422742,424436625689.67,2.12,1.62,17.84,3.87,Real Estate
2023-09-20,1092.94,1092.21,1094.03,1089.86,71921277,652875315238.72,0.38,-2.55,-28.59,4.5,Real Estate
2023-09-21,1107.72,1101.9,1125.5,1086.54,109164112,1157181867941.07,3.59,0.89,9.69,3.49,Real Estate
2023-09-22,1107.48,1100.38,1113.53,1089.31,32492358,371189527944.53,2.22,-0.14,-1.52,4.39,Real Estate
2023-09-25,1075.9,1070.52,1076.23,1070.33,212999977,2031430937304.17,0.55,-2.71,-29.85,0.78,Real Estate
2023-09-26,1034.16,1039.76,1043.65,1020.78,72632593,722987383715.68,2.24,-2.87,-30.76,3.38,Real Estate
2023-09-27,1049.25,1048.88,1062.24,1041.89,79467762,715560879807.52,1.95,0.88,9.11,3.65,Real Estate
2023-09-28,1073.18,1063.2,1076.9,1057.22,31964064,396448860308.11,1.86,1.37,14.32,1.36,Real Estate
2023-09-29,1030.73,1040.63,1045.91,1027.18,64148829,593067511794.94,1.82,-2.12,-22.57,4.0,Real Estate
2023-10-09,1069.09,1060.51,1080.26,1054.21,106732622,1494048470584.72,2.47,1.91,19.88,4.75,Real Estate
2023-10-10,1059.86,1066.23,1070.38,1056.84,72926364,803111706521.53,1.28,0.54,5.72,4.54,Real Estate
2023-10-11,1093.34,1091.41,1106.76,1090.85,70427740,976537481071.76,1.46,2.36,25.18,1.6,Real Estate
2023-10-12,1117.63,1114.87,1118.86,1105.69,63979304,1011272389863.14,1.19,2.15,23.46,1.96,Real Estate
2023-10-13,1112.27,1111.0,1121.86,1104.91,32966417,315059641941.0,1.53,-0.35,-3.87,2.75,Real Estate
2023-10-16,1162.35,1147.01,1166.65,1144.22,32872456,562674503562.23,1.96,3.24,36.01,1.21,Real Estate
2023-10-17,1118.86,1120.88,1124.93,1105.18,117819407,1652977312438.37,1.79,-2.28,-26.13,4.79,Real Estate
2023-10-18,1162.58,1174.13,1175.89,1153.61,102067340,1003491241739.46,1.93,4.75,53.25,1.23,Real Estate
2023-10-19,1155.61,1153.14,1163.32,1127.6,109905953,1292468338014.23,3.17,-1.79,-20.99,3.93,Real Estate
2023-10-20,1150.51,1151.69,1170.75,1137.95,43513856,711811491921.89,2.88,-0.13,-1.45,2.04,Real Estate
2023-10-23,1142.07,1138.28,1142.99,1135.43,60685546,840919643932.02,0.67,-1.16,-13.41,3.08,Real Estate
2023-10-24,1135.34,1129.36,1135.58,1119.82,121557759,1374274229159.1,1.41,-0.78,-8.92,0.71,Real Estate
2023-10-25,1194.81,1195.06,1198.78,1186.87,35522339,619085411552.74,1.0,5.82,65.7,1.42,Real Estate
2023-10-26,1186.74,1183.64,1197.06,1170.47,115518494,1847355825025.58,2.27,-0.96,-11.42,2.5,Real Estate
2023-10-27,1204.47,1203.43,1217.21,1193.53,48971066,774900535857.71,1.98,1.67,19.79,3.55,Real Estate
2023-10-30,1210.28,1197.4,1220.21,1190.75,42814327,728951646443.55,2.47,-0.5,-6.03,4.0,Real Estate
2023-10-31,1216.76,1219.47,1231.68,1209.04,64620473,1055050420759.04,1.87,1.84,22.07,0.64,Real Estate
2023-11-01,1200.87,1205.84,1207.44,1189.19,37561834,453258868819.92,1.53,-1.12,-13.64,1.19,Real Estate
2023-11-02,1218.05,1211.65,1230.52,1205.66,25432875,372476586507.11,2.06,0.48,5.82,3.78,Real Estate
2023-11-03,1219.69,1226.52,1241.85,1216.77,68204073,1162454614221.29,2.06,1.23,14.87,4.16,Real Estate
2023-11-06,1211.29,1208.45,1213.53,1197.83,85765971,960356862798.11,1.31,-1.47,-18.07,1.56,Real Estate
2023-11-07,1273.44,1274.74,1307.59,1265.6,120558429,1404817480961.11,3.32,5.49,66.29,1.53,Real Estate
2023-11-08,1290.93,1291.72,1293.78,1278.4,88941317,1046945279915.82,1.2,1.33,16.98,0.9,Real Estate
2023-11-09,1304.29,1285.49,1310.06,1283.55,175420865,2110649328898.15,2.07,-0.48,-6.23,1.18,Real Estate
2023-11-10,1276.56,1267.18,1280.87,1261.58,129674430,1433306550669.69,1.53,-1.42,-18.31,0.54,Real Estate
2023-11-13,1276.9,1269.12,1290.75,1257.42,94966938,1670883550740.2,2.65,0.15,1.94,3.15,Real Estate
2023-11-14,1241.82,1237.88,1242.84,1232.13,82996534,1410432104442.81,0.87,-2.46,-31.25,4.57,Real Estate
2023-11-15,1276.31,1281.63,1286.57,1268.63,121454600,1410215238847.87,1.41,3.53,43.75,1.17,Real Estate
2023-11-16,1294.33,1292.3,1304.43,1281.69,21714459,363082633131.53,1.77,0.83,10.67,3.88,Real Estate
2023-11-17,1294.15,1289.64,1305.17,1286.96,51648488,825194295388.8,1.41,-0.21,-2.66,3.08,Real Estate
2023-11-20,1317.8,1316.23,1319.45,1293.99,25926067,338972950418.41,1.97,2.06,26.59,4.73,Real Estate
2023-11-21,1297.58,1296.84,1306.95,1287.9,91472488,1137805335688.74,1.48,-1.47,-19.39,4.09,Real Estate
2023-11-22,1263.45,1266.47,1271.15,1258.21,45290962,559492594805.2,1.03,-2.34,-30.37,4.34,Real Estate
2023-11-23,1264.87,1262.8,1282.35,1251.46,297173461,4921438099519.71,2.47,-0.29,-3.68,3.38,Real Estate
2023-11-24,1261.65,1265.64,1271.87,1248.74,50679756,656509816896.2,1.85,0.23,2.84,4.15,Real Estate
2023-11-27,1284.09,1278.69,1292.02,1265.19,69246390,880639350959.57,2.12,1.03,13.05,2.08,Real Estate
2023-11-28,1225.55,1240.55,1254.38,1213.71,53696948,543393467536.28,3.35,-2.98,-38.14,1.44,Real Estate
2023-11-29,1238.88,1228.86,1248.29,1222.86,51422397,907271760732.88,2.08,-0.94,-11.69,4.61,Real Estate
2023-11-30,1143.63,1152.71,1153.23,1126.77,35206421,538488399715.15,2.35,-6.2,-76.15,3.8,Real Estate
2023-12-01,1117.9,1125.1,1130.21,1117.49,34619417,440508830107.56,1.14,-2.39,-27.6,0.91,Real Estate
2023-12-04,1143.66,1140.86,1148.49,1128.36,22081561,367814937894.91,1.78,1.4,15.76,4.4,Real Estate
2023-12-05,1166.21,1162.45,1171.36,1144.53,86247458,1008066158292.18,2.34,1.89,21.59,2.07,Real Estate
2023-12-06,1149.71,1135.55,1149.93,1125.81,53099422,767152867071.09,2.14,-2.31,-26.9,1.84,Real Estate
2023-12-07,1129.84,1127.83,1137.49,1120.35,172656410,1973769952380.45,1.53,-0.68,-7.71,3.3,Real Estate
2023-12-08,1127.8,1128.07,1134.94,1122.97,35248372,405659604472.48,1.07,0.02,0.24,3.06,Real Estate
2023-12-11,1153.38,1152.06,1164.91,1146.52,137365698,2201771805322.34,1.6,2.13,23.99,2.92,Real Estate
2023-12-12,1198.27,1186.94,1207.82,1180.3,144116083,2310845994510.18,2.33,3.03,34.89,1.65,Real Estate
2023-12-13,1207.54,1190.22,1218.82,1183.45,124338915,1488604405980.1,2.99,0.28,3.28,4.82,Real Estate
2023-12-14,1182.35,1183.66,1186.92,1174.9,73839077,748998164956.3,1.02,-0.55,-6.56,4.78,Real Estate
2023-12-15,1152.87,1149.13,1153.15,1148.88,55444725,669185098408.92,0.37,-2.92,-34.53,0.52,Real Estate
2023-12-18,1150.75,1151.27,1163.35,1139.55,124278285,1905852246105.23,2.09,0.19,2.14,2.02,Real Estate
2023-12-19,1198.02,1198.7,1203.68,1194.22,44201462,461164848181.62,0.79,4.12,47.43,0.7,Real Estate
2023-12-20,1243.13,1229.27,1251.25,1220.64,75176842,1174075778624.68,2.51,2.55,30.57,4.33,Real Estate
2023-12-21,1226.35,1233.2,1239.53,1220.93,64239319,1127168840766.99,1.52,0.32,3.93,4.49,Real Estate
2023-12-22,1222.94,1240.31,1265.37,1216.65,42046704,482636866759.85,4.0,0.58,7.11,2.83,Real Estate
2023-12-25,1225.19,1222.86,1228.16,1204.03,75453225,1295032964283.09,2.0,-1.41,-17.45,4.28,Real Estate
2023-12-26,1222.51,1213.76,1231.13,1209.28,95145620,965393613013.19,1.81,-0.74,-9.1,3.67,Real Estate
2023-12-27,1218.58,1216.98,1238.29,1214.77,41226256,635580526733.14,1.94,0.27,3.22,2.75,Real Estate
2023-12-28,1223.96,1220.28,1232.65,1206.08,82644604,1365228252869.76,2.2,0.27,3.3,2.14,Real Estate
2023-12-29,1250.2,1244.58,1257.45,1238.79,21541371,297949325816.73,1.51,1.99,24.3,1.7,Real Estate
2024-01-04,1269.0,1268.16,1277.46,1244.8,38857914,464498651073.54,2.62,1.89,23.57,1.67,Real Estate
2024-01-05,1285.26,1280.98,1297.51,1270.69,52238333,968485680277.83,2.11,1.01,12.82,3.03,Real Estate
2024-01-08,1259.06,1255.0,1267.28,1248.36,78504665,801956953147.31,1.52,-2.03,-25.98,1.25,Real Estate
2024-01-09,1216.03,1230.49,1231.94,1195.05,101407476,1483082304958.42,3.09,-1.95,-24.51,1.29,Real Estate
2024-01-10,1209.09,1208.27,1225.7,1198.91,68436129,877328808318.91,2.23,-1.81,-22.22,0.55,Real Estate
2024-01-11,1202.15,1213.6,1213.79,1187.05,87163643,1187653006947.54,2.25,0.44,5.33,3.26,Real Estate
2024-01-12,1163.78,1164.05,1180.16,1159.63,60594158,829203031971.89,1.77,-4.08,-49.55,4.97,Real Estate
2024-01-15,1160.1,1163.56,1165.61,1149.96,80387887,1098413666821.17,1.36,-0.04,-0.5,4.5,Real Estate
2024-01-16,1203.41,1195.99,1207.03,1181.57,78291886,882554885753.34,2.16,2.79,32.43,3.68,Real Estate
2024-01-17,1213.36,1211.58,1215.57,1208.9,50905915,786864330719.6,0.55,1.3,15.59,4.03,Real Estate
2024-01-18,1206.13,1202.72,1207.67,1198.11,54970655,537775025829.84,0.8,-0.73,-8.86,2.38,Real Estate
2024-01-19,1184.2,1185.56,1193.14,1179.19,88637323,856262028410.23,1.18,-1.43,-17.16,1.84,Real Estate
2024-01-22,1211.91,1204.31,1212.31,1194.6,162476495,2220761159966.17,1.48,1.58,18.75,2.16,Real Estate
2024-01-23,1199.71,1211.32,1225.3,1194.19,120048848,1714955296684.56,2.61,0.58,7.01,0.87,Real Estate
2024-01-24,1198.51,1204.99,1217.8,1193.89,37335007,446472677210.03,2.0,-0.52,-6.33,3.35,Real Estate
2024-01-25,1199.62,1190.43,1206.86,1184.77,37401042,528123123813.93,1.86,-1.21,-14.56,1.29,Real Estate
2024-01-26,1188.77,1191.89,1204.06,1187.94,50233079,695283230789.57,1.36,0.12,1.46,3.93,Real Estate
2024-01-29,1169.06,1184.31,1191.52,1158.87,68989209,853366758684.68,2.82,-0.64,-7.58,1.35,Real Estate
2024-01-30,1213.01,1202.53,1219.16,1200.7,67263488,1016131014672.59,1.54,1.54,18.22,1.53,Real Estate
2024-01-31,1239.98,1232.02,1244.27,1228.68,122074263,2211691236470.09,1.27,2.45,29.49,4.81,Real Estate
2024-02-01,1203.07,1197.96,1212.03,1175.84,125467416,1718835373254.08,3.08,-2.76,-34.06,0.97,Real Estate
2024-02-02,1168.9,1168.23,1172.69,1158.04,65846233,1038653087020.06,1.27,-2.48,-29.73,2.74,Real Estate
2024-02-05,1254.83,1242.45,1263.19,1234.34,58594518,708581039624.41,2.34,6.35,74.21,0.78,Real Estate
2024-02-06,1255.61,1246.19,1267.73,1227.71,85017971,1412686888240.94,3.26,0.3,3.75,0.91,Real Estate
2024-02-07,1228.92,1217.62,1239.16,1198.03,111730542,1706321507684.44,3.43,-2.29,-28.58,3.35,Real Estate
2024-02-08,1246.37,1241.2,1249.43,1232.84,86548750,1340422851654.04,1.35,1.94,23.58,3.34,Real Estate
2024-02-09,1250.23,1249.3,1258.12,1241.66,52916570,942134590492.99,1.33,0.65,8.11,1.37,Real Estate
2024-02-12,1300.86,1303.98,1312.58,1294.37,48344985,607301616108.25,1.41,4.38,54.68,4.43,Real Estate
2024-02-13,1287.57,1297.45,1305.28,1272.88,37682190,517223763226.97,2.55,-0.5,-6.53,3.66,Real Estate
2024-02-14,1329.83,1325.83,1332.43,1306.44,72329557,822936858782.28,1.99,2.19,28.38,1.85,Real Estate
2024-02-15,1291.54,1287.02,1294.93,1279.24,89662219,1509718149203.92,1.23,-2.93,-38.82,1.62,Real Estate
2024-02-16,1319.79,1322.57,1327.67,1317.26,94813522,1743906115675.34,0.79,2.76,35.55,3.89,Real Estate
2024-02-19,1352.1,1347.14,1354.7,1344.43,116789086,1705605680921.33,0.76,1.86,24.58,3.8,Real Estate
2024-02-20,1387.19,1389.96,1397.53,1369.52,137640366,2008386505069.23,2.05,3.18,42.82,1.17,Real Estate
2024-02-21,1427.81,1420.42,1428.03,1419.0,33016472,591401144911.31,0.64,2.19,30.46,2.07,Real Estate
2024-02-22,1409.68,1417.18,1428.08,1404.99,80388462,971681416945.83,1.64,-0.23,-3.24,1.48,Real Estate
2024-02-23,1374.8,1383.56,1386.04,1373.95,81787071,1138012525567.07,0.88,-2.37,-33.62,1.82,Real Estate
2024-02-26,1364.51,1366.49,1374.67,1351.45,63276640,913390235056.19,1.72,-1.23,-17.07,1.79,Real Estate
2024-02-27,1324.5,1317.95,1336.54,1293.5,43393825,665135295435.63,3.33,-3.55,-48.54,4.89,Real Estate
2024-02-28,1284.28,1293.28,1298.32,1283.95,135206651,1982204962895.13,1.12,-1.87,-24.67,3.88,Real Estate
2024-02-29,1312.12,1303.9,1317.56,1289.17,48920140,603474918849.78,2.2,0.82,10.63,4.01,Real Estate
2024-03-01,1289.43,1302.27,1323.91,1285.82,21937664,336696742988.74,2.96,-0.13,-1.64,1.75,Real Estate
2024-03-04,1294.13,1296.05,1315.29,1292.59,66322259,1244752266723.06,1.76,-0.48,-6.21,0.5,Real Estate
2024-03-05,1264.29,1275.11,1285.77,1263.04,58297406,608777977720.69,1.8,-1.62,-20.95,0.76,Real Estate
2024-03-06,1210.27,1229.52,1244.65,1200.08,166224299,2608284623106.92,3.71,-3.57,-45.58,2.99,Real Estate
2024-03-07,1236.34,1233.63,1257.16,1223.4,83875740,1280252680380.09,2.76,0.33,4.11,1.78,Real Estate
2024-03-08,1241.29,1242.62,1242.91,1236.58,56365545,1013559187685.96,0.51,0.73,8.98,1.37,Real Estate
2024-03-11,1207.39,1217.6,1228.51,1195.98,59505092,906930204225.07,2.72,-2.01,-25.02,0.72,Real Estate
2024-03-12,1200.51,1204.25,1213.51,1180.65,59162487,881592884886.62,2.78,-1.1,-13.36,4.44,Real Estate
2024-03-13,1244.32,1241.03,1248.24,1238.93,198950515,3305693515107.71,0.75,3.05,36.78,3.2,Real Estate
2024-03-14,1266.63,1269.43,1270.69,1253.11,92040746,1153749313008.6,1.4,2.29,28.41,0.98,Real Estate
2024-03-15,1229.9,1231.37,1236.98,1222.44,32489252,486879680712.51,1.19,-3.0,-38.07,3.95,Real Estate
2024-03-18,1225.97,1228.91,1244.64,1211.17,58106031,830890032447.96,2.76,-0.2,-2.45,3.9,Real Estate
2024-03-19,1259.89,1264.3,1271.92,1246.18,64888682,908114401287.66,2.07,2.88,35.39,1.8,Real Estate
2024-03-20,1253.96,1258.45,1264.52,1243.12,37739426,406371534029.75,1.72,-0.46,-5.85,1.35,Real Estate
2024-03-21,1246.61,1251.3,1263.32,1239.24,26923828,338529775253.16,1.94,-0.57,-7.15,4.16,Real Estate
2024-03-22,1272.5,1278.28,1288.7,1266.89,88435293,1125911068405.46,1.72,2.16,26.97,1.98,Real Estate
2024-03-25,1295.17,1303.13,1316.52,1282.24,43911355,747878957924.6,2.67,1.94,24.85,4.31,Real Estate
2024-03-26,1324.09,1327.11,1329.92,1321.53,122593652,2350072393623.57,0.64,1.84,23.99,0.7,Real Estate
2024-03-27,1314.69,1319.76,1323.3,1310.25,65929544,836657722490.01,1.0,-0.55,-7.35,2.75,Real Estate
2024-03-28,1328.27,1336.86,1338.54,1319.64,51798180,590148762574.34,1.43,1.3,17.1,1.31,Real Estate
2024-03-29,1382.75,1376.43,1403.53,1374.74,19611627,404901406499.31,2.09,2.96,39.56,3.52,Real Estate
2024-04-01,1384.81,1374.64,1395.41,1369.69,120982797,2135133623376.33,1.88,-0.13,-1.79,4.99,Real Estate
2024-04-02,1363.14,1363.14,1383.03,1329.54,76039493,1472411568375.55,4.02,-0.84,-11.5,2.36,Real Estate
2024-04-03,1396.82,1396.26,1407.62,1389.34,52477897,659981276219.98,1.32,2.43,33.13,0.95,Real Estate
2024-04-04,1446.93,1452.96,1458.23,1445.02,42070372,831652531995.91,0.91,4.06,56.7,1.93,Real Estate
2024-04-08,1523.68,1513.99,1547.5,1513.05,146062563,3028089676707.24,2.28,4.2,61.02,4.51,Real Estate
2024-04-09,1517.86,1502.19,1531.23,1496.76,38566329,524907784835.98,2.3,-0.78,-11.79,3.95,Real Estate
2024-04-10,1492.04,1493.51,1496.44,1485.01,54607198,744596439137.23,0.77,-0.58,-8.68,1.54,Real Estate
2024-04-11,1457.75,1462.32,1466.38,1449.49,87301006,1285322709912.63,1.16,-2.09,-31.19,4.79,Real Estate
2024-04-12,1468.34,1465.34,1471.44,1451.01,135622157,1891433839608.08,1.41,0.21,3.01,3.3,Real Estate
2024-04-15,1434.53,1433.42,1445.03,1419.84,58928779,1252502910305.36,1.77,-2.18,-31.92,1.26,Real Estate
2024-04-16,1413.63,1417.89,1418.41,1401.84,45471281,679587087327.91,1.18,-1.08,-15.53,3.08,Real Estate
2024-04-17,1441.41,1437.35,1445.16,1430.46,62247591,1192576587706.89,1.03,1.37,19.46,2.53,Real Estate
2024-04-18,1456.28,1448.13,1475.39,1447.33,103205771,2037871303250.03,1.94,0.75,10.78,4.19,Real Estate
2024-04-19,1388.67,1395.25,1397.49,1379.27,115490339,1724429043731.48,1.32,-3.65,-52.88,2.05,Real Estate
2024-04-22,1460.59,1438.65,1475.1,1438.14,33013278,606889552080.78,2.57,3.11,43.4,4.44,Real Estate
2024-04-23,1394.0,1406.94,1417.05,1388.09,69543990,856587741509.01,2.09,-2.2,-31.71,4.15,Real Estate
2024-04-24,1372.43,1379.48,1383.8,1367.21,32051908,476581165632.92,1.21,-1.95,-27.46,3.54,Real Estate
2024-04-25,1346.77,1344.88,1373.94,1341.45,102165906,2029578786899.7,2.42,-2.51,-34.6,1.66,Real Estate
2024-04-26,1344.58,1326.69,1354.98,1321.22,81099872,987688571971.02,2.56,-1.35,-18.19,4.87,Real Estate
2024-04-29,1298.1,1302.5,1303.86,1288.08,41425499,577335692854.46,1.22,-1.82,-24.19,2.97,Real Estate
2024-04-30,1271.2,1279.38,1285.31,1267.19,141395683,2448225763459.74,1.43,-1.77,-23.12,4.58,Real Estate
2024-05-06,1219.95,1215.94,1240.35,1215.22,77633278,1194882426553.42,2.07,-4.96,-63.44,1.47,Real Estate
2024-05-07,1216.92,1218.74,1228.12,1213.41,73485321,1112384077962.99,1.21,0.23,2.79,4.93,Real Estate
2024-05-08,1228.92,1224.03,1236.98,1211.82,60035358,1026791999371.54,2.08,0.43,5.29,4.17,Real Estate
2024-05-09,1278.06,1278.61,1279.52,1276.72,65396613,685961423467.75,0.22,4.46,54.58,4.77,Real Estate
2024-05-10,1284.02,1290.66,1298.17,1283.63,54257877,938251870106.17,1.13,0.94,12.05,1.46,Real Estate
2024-05-13,1295.46,1277.45,1301.9,1268.87,45326198,820927407831.41,2.6,-1.02,-13.21,2.44,Real Estate
2024-05-14,1224.3,1246.39,1248.2,1208.66,121395612,1227584923365.47,3.27,-2.43,-31.06,0.94,Real Estate
2024-05-15,1257.2,1243.62,1257.97,1227.26,51321930,760330282062.4,2.5,-0.22,-2.77,1.12,Real Estate
2024-05-16,1261.43,1254.41,1261.7,1251.86,50465272,660901485166.09,0.79,0.87,10.79,1.78,Real Estate
2024-05-17,1235.85,1241.4,1241.42,1232.82,61549541,638412992075.8,0.7,-1.04,-13.0,4.78,Real Estate
2024-05-20,1256.5,1242.55,1272.85,1224.16,133853602,1816910357592.52,3.98,0.09,1.14,3.5,Real Estate
2024-05-21,1278.71,1289.32,1313.38,1278.25,115592651,1864178189365.43,2.75,3.76,46.78,1.92,Real Estate
2024-05-22,1286.77,1279.03,1289.16,1262.4,53896484,994950286155.63,2.12,-0.8,-10.29,4.8,Real Estate
2024-05-23,1215.01,1230.38,1234.69,1213.0,121253349,1841535420708.29,1.79,-3.8,-48.65,3.83,Real Estate
2024-05-24,1242.9,1251.51,1254.91,1230.46,69307250,1214098208119.81,1.99,1.72,21.13,4.58,Real Estate
2024-05-27,1250.33,1259.0,1267.81,1243.5,43067851,479923068447.65,1.95,0.6,7.49,4.67,Real Estate
2024-05-28,1210.12,1215.59,1217.06,1199.29,51750017,595957310073.45,1.48,-3.45,-43.41,3.88,Real Estate
2024-05-29,1225.71,1225.62,1228.54,1223.9,130466485,2365288935743.78,0.38,0.83,10.03,1.59,Real Estate
2024-05-30,1194.84,1200.8,1213.3,1188.66,186030766,3174701732557.16,2.07,-2.03,-24.83,4.98,Real Estate
2024-05-31,1196.24,1211.03,1231.16,1178.45,77045628,900073492748.99,4.47,0.85,10.24,1.96,Real Estate
2024-06-03,1260.36,1256.87,1275.25,1238.39,49462799,767578016580.52,2.98,3.78,45.83,3.52,Real Estate
2024-06-04,1252.41,1252.04,1270.11,1243.06,61684378,813896657811.19,2.18,-0.38,-4.83,4.3,Real Estate
2024-06-05,1281.93,1278.79,1286.65,1277.82,44847477,646924731162.84,0.69,2.14,26.75,1.29,Real Estate
