日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,index_name,index_code
2023-02-17,2607.31,2602.66,2613.18,2590.39,43746773,1385247839874.91,0.88,0.69,17.9,3.68,SSE 50,3
2023-02-20,2635.25,2631.86,2640.77,2620.84,63203171,2466085488525.59,0.76,1.12,29.2,0.94,SSE 50,3
2023-02-21,2668.82,2649.79,2670.51,2631.92,175802525,6423735963679.71,1.47,0.68,17.93,2.36,SSE 50,3
2023-02-22,2618.43,2616.34,2624.87,2606.39,90413384,2697556789463.01,0.71,-1.26,-33.45,2.21,SSE 50,3
2023-02-23,2623.87,2631.71,2640.22,2613.76,88401767,3014497151432.31,1.01,0.59,15.36,0.66,SSE 50,3
2023-02-24,2604.91,2596.41,2612.31,2589.0,177057496,6065079803059.91,0.9,-1.34,-35.29,1.91,SSE 50,3
2023-02-27,2658.36,2649.89,2668.46,2635.4,44926666,1448115294169.57,1.25,2.06,53.48,2.29,SSE 50,3
2023-02-28,2663.01,2651.58,2673.94,2644.25,65118498,2451708754760.43,1.12,0.06,1.69,0.76,SSE 50,3
2023-03-01,2609.88,2626.88,2646.15,2607.85,56420387,1519575002904.13,1.47,-0.93,-24.7,0.59,SSE 50,3
2023-03-02,2622.59,2628.67,2649.46,2593.82,48003241,1604271704177.81,2.14,0.07,1.79,3.2,SSE 50,3
2023-03-03,2625.91,2633.8,2640.06,2619.5,57793597,1286616235824.35,0.78,0.2,5.13,1.43,SSE 50,3
2023-03-06,2667.95,2654.56,2677.43,2650.11,52281892,1244591613990.42,1.03,0.79,20.76,2.13,SSE 50,3
2023-03-07,2606.6,2599.69,2616.38,2598.48,47249093,1789580301145.29,0.69,-2.07,-54.87,0.86,SSE 50,3
2023-03-08,2589.67,2580.04,2600.87,2562.57,56642473,1724674280569.54,1.49,-0.76,-19.65,0.95,SSE 50,3
2023-03-09,2584.68,2593.97,2602.32,2583.36,47341004,1630883050619.04,0.73,0.54,13.93,1.19,SSE 50,3
2023-03-10,2617.6,2616.45,2640.23,2599.17,77214418,2845563579048.33,1.58,0.87,22.48,0.63,SSE 50,3
2023-03-13,2696.28,2710.84,2717.58,2694.06,40737345,1605572079735.54,0.87,3.61,94.39,3.93,SSE 50,3
2023-03-14,2742.2,2752.21,2768.39,2735.09,109172755,2592506264102.42,1.22,1.53,41.37,4.58,SSE 50,3
2023-03-15,2732.75,2731.64,2738.16,2712.85,94384455,3329231034407.39,0.93,-0.75,-20.57,2.85,SSE 50,3
2023-03-16,2787.26,2785.23,2795.48,2784.07,82064492,2836281548264.09,0.41,1.96,53.59,4.17,SSE 50,3
2023-03-17,2806.91,2803.27,2809.03,2801.71,52202754,1785468576870.54,0.26,0.65,18.05,1.11,SSE 50,3
2023-03-20,2839.58,2845.69,2855.75,2835.27,67122873,1722537605721.12,0.72,1.51,42.42,2.52,SSE 50,3
2023-03-21,2864.6,2860.58,2876.85,2849.45,61679669,2366474392770.41,0.96,0.52,14.9,1.14,SSE 50,3
2023-03-22,2906.13,2906.09,2908.66,2897.21,66551035,1974466568635.74,0.4,1.59,45.51,4.98,SSE 50,3
2023-03-23,2956.23,2941.0,2956.98,2914.61,33614562,944650462792.06,1.45,1.2,34.91,0.76,SSE 50,3
2023-03-24,2954.99,2959.16,2961.8,2925.24,69184315,2651403826713.5,1.25,0.62,18.16,2.5,SSE 50,3
2023-03-27,2927.36,2945.19,2966.85,2916.66,77249752,2163097648539.45,1.72,-0.47,-13.97,1.01,SSE 50,3
2023-03-28,2937.14,2931.18,2937.69,2918.96,135167855,4552796384011.24,0.64,-0.48,-14.01,0.81,SSE 50,3
2023-03-29,2904.05,2900.84,2916.32,2887.77,39688913,1176946438705.58,0.99,-1.03,-30.34,3.81,SSE 50,3
2023-03-30,2890.24,2898.76,2927.22,2879.97,36297999,1448270954376.44,1.64,-0.07,-2.08,0.86,SSE 50,3
2023-03-31,2931.19,2934.35,2940.46,2930.31,107363166,4625000944633.68,0.35,1.23,35.6,0.61,SSE 50,3
2023-04-03,2955.29,2953.4,2957.22,2952.58,30827230,1253903989661.04,0.16,0.65,19.05,4.77,SSE 50,3
2023-04-04,2924.85,2928.51,2939.04,2919.1,135947849,4291063376215.05,0.68,-0.84,-24.89,1.33,SSE 50,3
2023-04-06,2949.15,2959.99,2961.58,2938.6,118630016,3209291408086.15,0.78,1.07,31.48,4.3,SSE 50,3
2023-04-07,2920.07,2922.0,2925.56,2904.54,87802902,3306698159773.07,0.72,-1.28,-38.0,4.79,SSE 50,3
2023-04-10,2941.53,2932.97,2971.87,2931.88,30748250,1291962255333.61,1.36,0.38,10.98,3.88,SSE 50,3
2023-04-11,2974.71,2978.27,2993.97,2952.7,60628101,1951975351307.89,1.4,1.54,45.29,0.97,SSE 50,3
2023-04-12,2942.09,2940.04,2969.3,2926.57,63959451,1558015291438.62,1.46,-1.28,-38.23,1.27,SSE 50,3
2023-04-13,2944.08,2945.85,2963.44,2937.96,75877024,1982744348286.69,0.87,0.2,5.81,1.31,SSE 50,3
2023-04-14,2911.59,2923.5,2944.09,2911.0,86613181,2703980145617.3,1.14,-0.76,-22.34,3.44,SSE 50,3
2023-04-17,2975.12,2976.16,2991.81,2960.67,45141836,1544337299888.14,1.05,1.8,52.66,1.31,SSE 50,3
2023-04-18,3045.62,3050.11,3060.18,3035.05,111613607,3415891176536.68,0.83,2.48,73.95,0.63,SSE 50,3
2023-04-19,3076.72,3069.04,3097.72,3061.33,85174940,2983284440258.61,1.19,0.62,18.94,2.56,SSE 50,3
2023-04-20,3111.63,3099.0,3123.71,3094.32,84756450,3864148552577.84,0.95,0.98,29.95,3.15,SSE 50,3
2023-04-21,3155.04,3145.88,3163.07,3126.11,58719641,1577424838809.58,1.18,1.51,46.89,2.57,SSE 50,3
2023-04-24,3164.97,3172.67,3174.54,3158.04,79723702,3446155056626.12,0.52,0.85,26.78,2.7,SSE 50,3
2023-04-25,3132.18,3144.25,3159.08,3107.43,22489818,791093899046.52,1.66,-0.9,-28.42,2.56,SSE 50,3
2023-04-26,3113.55,3129.18,3148.08,3099.66,80101661,3152166312558.45,1.56,-0.48,-15.07,1.69,SSE 50,3
2023-04-27,3115.68,3113.94,3126.27,3100.74,150412968,6925229397365.08,0.82,-0.49,-15.24,4.8,SSE 50,3
2023-04-28,3047.74,3054.89,3065.04,3041.67,97021590,3324576180877.48,0.77,-1.9,-59.05,4.27,SSE 50,3
2023-05-04,3076.71,3088.05,3088.63,3058.78,91518341,2450888143830.42,0.98,1.09,33.17,1.95,SSE 50,3
2023-05-05,3065.56,3045.84,3077.12,3042.29,96635146,4060472678813.06,1.14,-1.37,-42.21,0.68,SSE 50,3
2023-05-08,3078.84,3073.91,3094.15,3073.44,120197740,3640454515134.19,0.67,0.92,28.07,4.36,SSE 50,3
2023-05-09,3053.02,3049.64,3057.89,3046.62,59434887,2598559784121.14,0.37,-0.79,-24.27,3.84,SSE 50,3
2023-05-10,3045.36,3042.49,3054.77,3035.27,107457922,2803038038049.89,0.64,-0.23,-7.15,0.87,SSE 50,3
2023-05-11,3077.82,3061.47,3108.14,3051.75,82534671,2424665431967.04,1.85,0.62,18.98,3.64,SSE 50,3
2023-05-12,3111.5,3113.22,3113.55,3109.17,67811555,3119495866077.48,0.14,1.69,51.75,2.54,SSE 50,3
2023-05-15,3149.71,3143.3,3153.7,3140.78,128996235,5742254485800.3,0.41,0.97,30.09,1.09,SSE 50,3
2023-05-16,3148.9,3139.54,3164.5,3138.56,46556491,1393223492255.79,0.83,-0.12,-3.76,3.76,SSE 50,3
2023-05-17,3157.92,3138.68,3158.8,3130.86,47447460,2000807590054.14,0.89,-0.03,-0.87,2.1,SSE 50,3
2023-05-18,3098.34,3098.35,3103.38,3080.14,20209232,538744994977.89,0.75,-1.28,-40.32,4.6,SSE 50,3
2023-05-19,3133.07,3120.36,3144.41,3107.56,41261900,1172284901090.99,1.19,0.71,22.01,0.69,SSE 50,3
2023-05-22,3099.04,3117.86,3132.98,3097.46,52688308,1523803225093.43,1.15,-0.08,-2.5,4.72,SSE 50,3
2023-05-23,3107.82,3086.26,3108.56,3070.93,64035726,1640789843306.29,1.23,-1.01,-31.6,0.9,SSE 50,3
2023-05-24,3117.33,3112.99,3123.92,3106.42,82183246,2914499342713.65,0.56,0.87,26.73,0.66,SSE 50,3
2023-05-25,3169.78,3161.9,3172.63,3154.74,102013570,3462498118495.99,0.57,1.57,48.91,3.12,SSE 50,3
2023-05-26,3142.64,3156.01,3179.58,3127.01,33779921,1292873030314.18,1.68,-0.19,-5.89,3.25,SSE 50,3
2023-05-29,3122.84,3136.8,3140.85,3087.14,69361600,2789518937826.92,1.74,-0.61,-19.21,1.39,SSE 50,3
2023-05-30,3110.52,3117.16,3129.05,3092.67,40161310,1523227074788.43,1.18,-0.63,-19.64,4.44,SSE 50,3
2023-05-31,3131.45,3131.25,3154.85,3119.04,33765629,1051924786031.56,1.15,0.45,14.08,4.11,SSE 50,3
2023-06-01,3087.89,3090.49,3103.06,3083.92,77216076,2047126395502.5,0.62,-1.3,-40.76,1.77,SSE 50,3
2023-06-02,3089.18,3093.37,3128.29,3072.07,69082931,2804612193904.62,1.83,0.09,2.88,2.49,SSE 50,3
2023-06-05,3077.86,3079.86,3098.72,3067.75,84030943,2630436349472.59,1.01,-0.44,-13.51,4.02,SSE 50,3
2023-06-06,3073.43,3097.29,3117.28,3065.52,87739227,2644001962562.74,1.69,0.57,17.43,4.25,SSE 50,3
2023-06-07,3121.81,3117.43,3134.46,3099.91,51590808,2064026264846.96,1.11,0.65,20.13,4.08,SSE 50,3
2023-06-08,3077.51,3079.24,3084.67,3064.62,113484682,3876456476224.68,0.65,-1.22,-38.19,1.71,SSE 50,3
2023-06-09,3111.9,3102.16,3131.6,3101.12,41481357,1213682858089.81,0.98,0.74,22.92,3.94,SSE 50,3
2023-06-12,3113.2,3118.09,3118.86,3106.96,38732958,1614230997726.49,0.38,0.51,15.93,3.35,SSE 50,3
2023-06-13,3108.05,3111.87,3119.91,3103.55,80124825,3402130718059.68,0.53,-0.2,-6.23,2.87,SSE 50,3
2023-06-14,3099.06,3097.44,3109.31,3086.97,73100450,3373048708897.93,0.72,-0.46,-14.43,4.84,SSE 50,3
2023-06-15,3090.24,3083.28,3126.06,3063.6,43798254,1522725737641.69,2.04,-0.46,-14.16,3.19,SSE 50,3
2023-06-16,3089.47,3077.79,3100.18,3071.91,43298308,1100312498004.76,0.92,-0.18,-5.5,4.41,SSE 50,3
2023-06-19,3046.15,3046.56,3050.3,3040.22,79394535,2810842921003.71,0.33,-1.01,-31.22,3.89,SSE 50,3
2023-06-20,3028.21,3023.93,3047.25,3018.34,74409264,1836697579862.26,0.96,-0.74,-22.63,0.7,SSE 50,3
2023-06-21,3031.36,3031.03,3032.57,3021.75,39071256,1732942932969.21,0.36,0.23,7.1,1.7,SSE 50,3
2023-06-22,3009.36,3012.28,3028.34,2999.76,47607564,1322744371743.43,0.95,-0.62,-18.75,3.24,SSE 50,3
2023-06-23,3022.38,3041.68,3049.46,2999.44,41640901,1833729596023.22,1.67,0.98,29.4,2.47,SSE 50,3
2023-06-26,3039.65,3037.59,3044.18,3016.85,22750072,1012403884533.24,0.91,-0.13,-4.09,4.8,SSE 50,3
2023-06-27,3012.94,3022.03,3028.65,3010.39,129876192,5270423459303.57,0.61,-0.51,-15.56,3.13,SSE 50,3
2023-06-28,3042.07,3033.35,3049.28,3027.26,73973664,1932238076308.56,0.73,0.37,11.32,4.68,SSE 50,3
2023-06-29,3011.46,3020.11,3030.75,2989.25,117175526,4214231064568.98,1.39,-0.44,-13.24,1.43,SSE 50,3
2023-06-30,2988.89,2994.51,3015.96,2986.5,56355600,1768549716051.3,0.99,-0.85,-25.6,4.54,SSE 50,3
2023-07-03,2975.58,2983.67,3012.71,2958.78,40385243,1655800710591.49,1.82,-0.36,-10.83,2.92,SSE 50,3
2023-07-04,2922.07,2916.94,2927.36,2910.89,42404135,1251189761721.39,0.57,-2.24,-66.73,1.46,SSE 50,3
2023-07-05,2851.14,2854.0,2877.96,2838.73,42387146,1349908194053.93,1.38,-2.16,-62.94,2.26,SSE 50,3
2023-07-06,2830.69,2825.39,2841.61,2824.64,50659368,1719856385585.5,0.6,-1.0,-28.61,4.86,SSE 50,3
2023-07-07,2764.0,2788.57,2791.77,2757.69,30284276,696479782242.66,1.24,-1.3,-36.82,4.82,SSE 50,3
2023-07-10,2827.28,2808.79,2848.32,2801.88,54116695,1863881219836.68,1.66,0.73,20.22,0.6,SSE 50,3
2023-07-11,2838.5,2848.0,2856.65,2826.6,49263569,1460528780225.31,1.06,1.4,39.21,1.88,SSE 50,3
2023-07-12,2865.71,2858.46,2871.25,2852.56,101604418,3399286750948.34,0.66,0.37,10.46,4.55,SSE 50,3
2023-07-13,2803.72,2799.11,2813.66,2777.79,85894266,2133504738563.48,1.29,-2.08,-59.35,0.65,SSE 50,3
2023-07-14,2762.45,2755.98,2776.87,2735.59,54229927,1546987017974.52,1.51,-1.54,-43.13,4.81,SSE 50,3
2023-07-17,2759.4,2766.87,2783.86,2742.26,83301296,2782537983788.59,1.52,0.4,10.89,2.25,SSE 50,3
2023-07-18,2758.83,2761.92,2768.07,2753.75,37970853,1258581555302.51,0.52,-0.18,-4.95,1.02,SSE 50,3
2023-07-19,2709.35,2705.79,2718.78,2689.85,34920413,860377120883.13,1.08,-2.03,-56.13,1.86,SSE 50,3
2023-07-20,2680.58,2680.55,2688.4,2661.98,62639787,1830690002199.39,0.99,-0.93,-25.25,4.14,SSE 50,3
2023-07-21,2641.17,2649.12,2654.02,2638.47,69101493,2130161609273.47,0.59,-1.17,-31.42,4.99,SSE 50,3
2023-07-24,2696.94,2691.85,2703.4,2687.94,61215731,1411958160625.97,0.58,1.61,42.72,1.1,SSE 50,3
2023-07-25,2733.44,2713.0,2737.22,2694.45,129342675,4279516258621.96,1.59,0.79,21.15,3.37,SSE 50,3
2023-07-26,2700.93,2704.69,2735.21,2697.45,92587151,2409545680405.93,1.4,-0.31,-8.31,4.66,SSE 50,3
2023-07-27,2716.13,2711.77,2717.43,2709.27,110163996,4314225348286.19,0.3,0.26,7.08,4.55,SSE 50,3
2023-07-28,2718.43,2716.39,2720.42,2707.04,49792593,1336302317333.54,0.49,0.17,4.62,2.23,SSE 50,3
2023-07-31,2715.7,2719.02,2727.88,2709.06,77537032,2848566506872.84,0.69,0.1,2.64,4.4,SSE 50,3
2023-08-01,2742.02,2734.75,2757.27,2728.46,38968107,1286820614517.8,1.06,0.58,15.72,1.36,SSE 50,3
2023-08-02,2784.66,2777.4,2787.33,2769.07,45550325,1619021445611.44,0.66,1.56,42.65,3.34,SSE 50,3
2023-08-03,2819.14,2824.27,2828.65,2809.14,77482485,3131983821010.4,0.69,1.69,46.87,3.19,SSE 50,3
2023-08-04,2848.23,2834.82,2856.39,2816.73,42084330,1662432380294.18,1.41,0.37,10.56,4.02,SSE 50,3
2023-08-07,2824.67,2824.57,2826.48,2814.28,44205732,1110552670930.85,0.43,-0.36,-10.25,1.53,SSE 50,3
2023-08-08,2796.2,2786.31,2797.29,2758.89,81436376,3298366030520.2,1.39,-1.35,-38.27,3.33,SSE 50,3
2023-08-09,2759.21,2756.08,2763.19,2734.25,44814762,1108001532019.66,1.06,-1.08,-30.23,3.25,SSE 50,3
2023-08-10,2787.47,2787.1,2793.16,2766.04,106227968,3024254621356.54,0.98,1.13,31.02,0.88,SSE 50,3
2023-08-11,2748.24,2748.31,2760.36,2745.74,58989237,1890643563871.77,0.53,-1.39,-38.79,1.99,SSE 50,3
2023-08-14,2749.28,2743.16,2776.06,2734.54,60224387,2401001566910.8,1.52,-0.19,-5.15,1.43,SSE 50,3
2023-08-15,2691.83,2701.64,2702.56,2690.59,74449595,2492133959184.72,0.44,-1.51,-41.52,5.0,SSE 50,3
2023-08-16,2702.32,2699.02,2704.82,2695.65,61383292,2340095310062.82,0.34,-0.1,-2.62,4.96,SSE 50,3
2023-08-17,2679.31,2667.77,2695.97,2657.71,75526240,2940107447227.0,1.44,-1.16,-31.24,1.64,SSE 50,3
2023-08-18,2692.05,2687.53,2714.41,2685.58,41501844,1476686150723.06,1.07,0.74,19.75,4.14,SSE 50,3
2023-08-21,2665.13,2680.58,2697.63,2654.33,16842638,513485101337.54,1.63,-0.26,-6.94,4.17,SSE 50,3
2023-08-22,2644.87,2657.0,2661.56,2640.83,32396124,922403668002.46,0.79,-0.88,-23.59,4.71,SSE 50,3
2023-08-23,2629.5,2629.31,2633.51,2628.76,52290648,1364735763259.27,0.18,-1.04,-27.68,1.08,SSE 50,3
2023-08-24,2626.61,2633.45,2640.22,2618.25,83907233,2551296887924.81,0.84,0.16,4.13,3.5,SSE 50,3
2023-08-25,2642.92,2635.18,2668.93,2633.77,193219256,4244547228087.72,1.33,0.07,1.73,1.43,SSE 50,3
2023-08-28,2615.33,2619.43,2624.28,2607.56,48810310,1227033329600.55,0.64,-0.6,-15.74,3.46,SSE 50,3
2023-08-29,2615.28,2610.53,2620.62,2600.17,47344441,1298765002236.15,0.79,-0.34,-8.91,4.42,SSE 50,3
2023-08-30,2613.26,2596.64,2624.9,2584.47,77717338,2819937296772.61,1.56,-0.53,-13.89,0.87,SSE 50,3
2023-08-31,2534.85,2534.66,2548.85,2529.13,73354441,1976930823954.8,0.78,-2.39,-61.98,3.37,SSE 50,3
2023-09-01,2525.37,2533.83,2548.93,2509.95,74614522,1829474271599.46,1.55,-0.03,-0.83,2.92,SSE 50,3
2023-09-04,2493.97,2490.72,2497.77,2478.17,57779628,1939777883638.8,0.79,-1.7,-43.11,1.29,SSE 50,3
2023-09-05,2468.96,2466.65,2473.81,2463.6,24389340,878464104036.74,0.41,-0.97,-24.06,1.57,SSE 50,3
2023-09-06,2477.65,2475.61,2489.35,2464.64,72468687,2408226741851.45,1.0,0.36,8.95,2.84,SSE 50,3
2023-09-07,2480.48,2469.33,2489.78,2465.5,64116911,1405994432422.68,0.98,-0.25,-6.28,4.37,SSE 50,3
2023-09-08,2501.25,2511.08,2519.06,2500.0,29666133,762991558565.51,0.76,1.69,41.75,3.54,SSE 50,3
2023-09-11,2497.52,2489.31,2504.51,2460.28,87812813,2671263805456.81,1.8,-0.87,-21.77,0.62,SSE 50,3
2023-09-12,2473.34,2478.3,2479.81,2447.81,94571669,2196605836012.54,1.31,-0.44,-11.01,1.07,SSE 50,3
2023-09-13,2494.28,2482.97,2496.58,2475.86,86789970,2684243906126.66,0.84,0.19,4.67,4.47,SSE 50,3
2023-09-14,2464.82,2482.2,2492.21,2455.6,53572676,1283532535688.19,1.49,-0.03,-0.77,3.44,SSE 50,3
2023-09-15,2529.54,2511.06,2539.99,2505.77,73328811,2172579724987.95,1.37,1.16,28.85,0.58,SSE 50,3
2023-09-18,2526.73,2528.99,2540.68,2520.7,41910660,1372308585164.03,0.79,0.71,17.93,3.18,SSE 50,3
2023-09-19,2557.6,2567.86,2568.78,2548.44,32843301,1139198225874.48,0.8,1.54,38.87,1.26,SSE 50,3
2023-09-20,2530.03,2522.48,2531.69,2518.22,62490263,2144389203830.23,0.54,-1.77,-45.38,4.64,SSE 50,3
2023-09-21,2548.84,2544.55,2556.97,2541.05,30982456,1058243646633.2,0.63,0.87,22.07,1.05,SSE 50,3
2023-09-22,2521.1,2517.33,2523.56,2494.45,61421187,1385329383409.71,1.17,-1.07,-27.21,0.85,SSE 50,3
2023-09-25,2537.66,2529.9,2546.34,2525.11,63975679,2415681929424.53,0.84,0.5,12.56,3.4,SSE 50,3
2023-09-26,2523.67,2523.37,2530.35,2502.67,43632878,1475920656748.76,1.11,-0.26,-6.53,4.07,SSE 50,3
2023-09-27,2502.08,2504.5,2519.34,2489.19,173283087,3788248415846.16,1.21,-0.75,-18.86,1.73,SSE 50,3
2023-09-28,2527.39,2537.09,2541.17,2520.23,48675129,1590961492171.84,0.83,1.3,32.59,1.86,SSE 50,3
2023-09-29,2489.6,2490.53,2506.47,2481.07,73010164,2052910730119.51,1.02,-1.84,-46.56,2.11,SSE 50,3
2023-10-09,2536.16,2540.45,2543.53,2518.26,59681466,1667151515516.93,1.0,2.0,49.91,3.95,SSE 50,3
2023-10-10,2558.27,2558.34,2580.08,2536.06,105028542,3422227778719.45,1.74,0.7,17.89,1.68,SSE 50,3
2023-10-11,2564.31,2563.36,2564.77,2560.69,55546552,1306426003527.29,0.16,0.2,5.01,0.9,SSE 50,3
2023-10-12,2574.1,2559.42,2596.86,2545.37,34846765,1337457213592.64,2.02,-0.15,-3.93,1.89,SSE 50,3
2023-10-13,2542.96,2549.24,2554.07,2541.86,80797473,2432821873009.42,0.48,-0.4,-10.18,4.85,SSE 50,3
2023-10-16,2561.44,2562.64,2568.4,2544.48,30971646,965322029828.97,0.94,0.53,13.39,2.46,SSE 50,3
2023-10-17,2519.98,2523.6,2526.77,2509.46,42966653,1190175089623.09,0.69,-1.52,-39.03,3.02,SSE 50,3
2023-10-18,2427.26,2438.55,2450.87,2416.69,50871866,1518593245563.61,1.41,-3.37,-85.06,3.93,SSE 50,3
2023-10-19,2464.54,2441.09,2466.92,2414.04,51843605,1600676520007.04,2.19,0.1,2.54,3.01,SSE 50,3
2023-10-20,2413.82,2421.3,2433.28,2401.4,55217030,1392920409335.2,1.33,-0.81,-19.78,3.46,SSE 50,3
2023-10-23,2400.07,2397.15,2409.58,2385.97,53063041,1429040175678.23,0.99,-1.0,-24.16,4.46,SSE 50,3
2023-10-24,2369.06,2355.84,2376.24,2355.7,69917102,1612410538049.92,0.87,-1.72,-41.31,2.18,SSE 50,3
2023-10-25,2377.52,2387.28,2400.66,2368.27,46738766,1495563413113.37,1.37,1.33,31.44,1.0,SSE 50,3
2023-10-26,2442.37,2435.33,2450.0,2425.94,81612278,2615911112022.22,0.99,2.01,48.05,0.93,SSE 50,3
2023-10-27,2421.82,2434.19,2439.22,2419.91,43104043,1434989154025.35,0.8,-0.05,-1.14,4.02,SSE 50,3
2023-10-30,2423.83,2430.27,2440.88,2422.47,34806369,1092871699053.45,0.76,-0.16,-3.92,3.45,SSE 50,3
2023-10-31,2446.34,2441.82,2455.1,2429.43,37293295,741321890900.82,1.06,0.48,11.55,3.05,SSE 50,3
2023-11-01,2449.62,2451.83,2453.4,2435.14,53451265,1223779262316.33,0.75,0.41,10.0,4.68,SSE 50,3
2023-11-02,2449.74,2438.04,2458.43,2428.91,106698179,2788716787725.08,1.22,-0.56,-13.79,3.32,SSE 50,3
2023-11-03,2471.86,2470.81,2496.12,2459.92,64762729,1542447743607.8,1.47,1.34,32.77,0.71,SSE 50,3
2023-11-06,2506.14,2501.84,2519.45,2472.81,52145686,1529237959889.24,1.89,1.26,31.02,2.61,SSE 50,3
2023-11-07,2516.79,2522.53,2525.7,2500.63,64350470,2319127182458.81,1.0,0.83,20.7,1.47,SSE 50,3
2023-11-08,2563.31,2572.12,2572.95,2559.28,35856436,1214296680228.25,0.53,1.97,49.59,3.3,SSE 50,3
2023-11-09,2584.39,2594.29,2599.06,2579.66,27974869,716011137245.89,0.75,0.86,22.16,1.34,SSE 50,3
2023-11-10,2567.87,2575.82,2602.15,2567.86,40071279,1112981592430.04,1.34,-0.71,-18.47,3.4,SSE 50,3
2023-11-13,2572.41,2578.32,2578.85,2570.79,38865079,838094286339.99,0.31,0.1,2.5,4.47,SSE 50,3
2023-11-14,2615.18,2605.23,2621.09,2603.98,217917506,4566603719680.23,0.66,1.04,26.92,0.85,SSE 50,3
2023-11-15,2578.79,2575.36,2582.44,2572.22,171631475,4851507231368.11,0.4,-1.15,-29.87,1.67,SSE 50,3
2023-11-16,2557.06,2567.89,2573.72,2537.42,170746592,5741857095510.68,1.43,-0.29,-7.47,3.53,SSE 50,3
2023-11-17,2520.0,2523.43,2525.88,2513.13,35743804,1265070862284.54,0.51,-1.73,-44.46,3.7,SSE 50,3
2023-11-20,2579.26,2579.52,2593.66,2578.77,157885742,4488237091473.68,0.58,2.22,56.09,3.14,SSE 50,3
2023-11-21,2616.41,2591.33,2618.22,2564.14,45980143,1103537882484.99,2.11,0.46,11.81,1.13,SSE 50,3
2023-11-22,2608.66,2608.59,2621.13,2601.27,149446777,3832027249935.55,0.76,0.67,17.26,1.59,SSE 50,3
2023-11-23,2569.4,2565.56,2578.79,2553.12,81762018,2332243849945.38,1.01,-1.65,-43.02,4.58,SSE 50,3
2023-11-24,2588.69,2597.2,2605.09,2587.44,39974517,1302664597042.19,0.68,1.23,31.64,4.19,SSE 50,3
2023-11-27,2612.54,2606.35,2621.2,2589.84,150203410,4619417456414.19,1.21,0.35,9.15,4.78,SSE 50,3
2023-11-28,2566.69,2555.05,2576.53,2551.85,147212755,5222380232009.39,0.97,-1.97,-51.3,2.34,SSE 50,3
2023-11-29,2566.86,2568.14,2568.47,2557.54,38632679,806576085861.95,0.43,0.51,13.09,2.48,SSE 50,3
2023-11-30,2545.93,2540.77,2556.07,2538.82,77270547,2934085027032.5,0.68,-1.07,-27.37,1.66,SSE 50,3
2023-12-01,2547.44,2542.61,2566.72,2536.43,24928382,919336659752.36,1.19,0.07,1.83,2.86,SSE 50,3
2023-12-04,2564.5,2563.92,2566.49,2558.55,53890694,1250097066392.49,0.31,0.84,21.31,4.23,SSE 50,3
2023-12-05,2580.62,2569.67,2582.88,2548.98,54083027,1158662590237.42,1.33,0.22,5.75,1.61,SSE 50,3
2023-12-06,2511.16,2517.8,2521.9,2505.84,53516630,1660532137761.12,0.64,-2.02,-51.87,1.13,SSE 50,3
2023-12-07,2518.11,2525.38,2526.97,2507.6,146992170,4844235602554.14,0.77,0.3,7.58,3.88,SSE 50,3
2023-12-08,2549.34,2549.3,2564.92,2547.51,33668009,972190363542.54,0.68,0.95,23.93,3.62,SSE 50,3
2023-12-11,2540.81,2543.94,2545.56,2519.87,58706692,1485676403103.44,1.02,-0.21,-5.36,4.23,SSE 50,3
2023-12-12,2534.04,2558.63,2564.26,2526.43,95765195,3056491869903.33,1.5,0.58,14.69,3.88,SSE 50,3
2023-12-13,2567.66,2573.87,2589.97,2565.62,34017268,1090148904078.75,0.95,0.6,15.25,2.39,SSE 50,3
2023-12-14,2499.21,2516.9,2534.56,2496.39,42214036,960310268530.79,1.53,-2.21,-56.97,1.21,SSE 50,3
2023-12-15,2549.07,2551.77,2566.78,2534.22,114674923,3978639325485.75,1.28,1.39,34.87,3.72,SSE 50,3
2023-12-18,2542.29,2536.32,2545.6,2520.97,128634217,4321794627033.9,0.98,-0.61,-15.45,4.45,SSE 50,3
2023-12-19,2516.81,2516.36,2517.97,2503.9,52870854,1143335215932.94,0.56,-0.79,-19.96,1.19,SSE 50,3
2023-12-20,2498.48,2497.38,2511.44,2496.55,100810471,2829106895966.41,0.6,-0.75,-18.98,2.83,SSE 50,3
2023-12-21,2530.13,2531.43,2564.23,2518.32,143004069,3892951682689.02,1.82,1.36,34.05,1.98,SSE 50,3
2023-12-22,2574.51,2572.72,2593.6,2569.17,53565170,1548590910262.69,0.95,1.63,41.29,2.84,SSE 50,3
2023-12-25,2610.45,2586.34,2616.32,2579.98,97544999,2832919788515.11,1.41,0.53,13.63,0.64,SSE 50,3
2023-12-26,2569.93,2572.92,2577.38,2569.84,53148332,1595600626344.17,0.29,-0.52,-13.43,2.09,SSE 50,3
2023-12-27,2655.39,2655.51,2667.67,2653.09,33377321,881057082998.94,0.55,3.21,82.59,2.68,SSE 50,3
2023-12-28,2647.67,2655.25,2659.39,2622.65,65778798,1971454631334.99,1.4,-0.01,-0.26,1.18,SSE 50,3
2023-12-29,2619.89,2636.45,2642.4,2604.51,58105850,1332240619444.17,1.45,-0.71,-18.79,2.33,SSE 50,3
2024-01-04,2668.77,2666.43,2685.4,2665.57,41313112,1017515539420.97,0.74,1.14,29.98,1.29,SSE 50,3
